gender,orthography,phonology,film_frequency,book_frequency,CVCV_structure,Class
m,réductionnisme,RedyksjOnism,0.03,0.0,CVCVCCVVCCVCCV,NOM
,réductionniste,Redyksjonist,0.01,0.0,CVCVCCVVCCVCCV,ADJ
,réduire,Red8iR,8.85,13.04,CVCVVCV,VER
m,réduit,Red8i,1.42,4.8,CVCVVC,ADJ
m,réduit,Red8i,0.74,7.84,CVCVVC,NOM
f,réduplication,Redyplikasj§,0.0,0.07,CVCVCCVCVCVVC,NOM
m,réel,ReEl,23.97,15.2,CVVC,ADJ
m,réel,ReEl,2.77,6.42,CVVC,NOM
,réellement,ReEl°m@,18.27,26.62,CVVCCVCVCC,ADV
,réemballer,Re@bale,0.01,0.0,CVVCCVCCVC,VER
m,réembarquement,Re@baRk°m@,0.0,0.07,CVVCCVCCVVCVCC,NOM
,réembarquer,Re@baRke,0.0,0.2,CVVCCVCCVVC,VER
,réembaucher,Re@boSe,0.08,0.0,CVVCCVVCCVC,VER
m,réemploi,Re@plwa,0.0,0.14,CVVCCCVV,NOM
,réemployer,Re@plwaje,0.0,0.14,CVVCCCVVVC,VER
,réemprunter,Re@pR1te,0.0,0.07,CVVCCCVCCVC,VER
,réencadrer,Re@kadRe,0.0,0.07,CVVCCVCCVC,VER
,réendosser,Re@dose,0.02,0.07,CVVCCVCCVC,VER
m,réengagement,Re@gaZ°m@,0.0,0.07,CVVCCVCVCVCC,NOM
,réengager,Re@gaZe,0.1,0.0,CVVCCVCVC,VER
,réenregistrer,Re@R°ZistRe,0.11,0.0,CVVCCVCVCCCVC,VER
,réentendre,Re@t@dR,0.25,0.61,CVVCCVCCCV,VER
,réenterrer,Re@teRe,0.01,0.0,CVVCCVCCVC,VER
,réentraîner,Re@tREne,0.01,0.0,CVVCCCVVCVC,VER
,réenvahir,Re@vaiR,0.01,0.0,CVVCCVCVC,VER
,réenvisager,Re@vizaZe,0.15,0.0,CVVCCVCVCVC,VER
,réessayer,Reeseje,2.4,0.07,CVVCCVVVC,VER
m,réexamen,ReEgzam5,0.07,0.0,CVVCVCVC,NOM
,réexaminer,ReEgzamine,0.44,0.0,CVVCVCVCVC,VER
,réexpédier,ReEkspedje,0.07,0.07,CVVCCVCVVC,VER
f,réexpédition,ReEkspedisj§,0.05,0.0,CVVCCVCVCVVC,NOM
f,réf,Ref,0.02,0.0,CVC,NOM
f,réfection,RefEksj§,0.23,1.69,CVCVCCVVC,NOM
m,réfectoire,RefEktwaR,1.11,9.59,CVCVCCVVCV,NOM
m,réflecteur,ReflEkt9R,0.2,0.27,CVCCVCCVVC,NOM
,réflexe,ReflEks,0.27,1.96,CVCCVCV,ADJ
m,réflexe,ReflEks,2.55,11.89,CVCCVCV,NOM
m,réflexif,ReflEksif,0.0,0.07,CVCCVCVC,ADJ
f,réflexion,ReflEksj§,6.29,23.38,CVCCVCVVC,NOM
f,réflexologie,ReflEksoloZi,0.02,0.0,CVCCVCVCVCVV,NOM
m,réfléchi,RefleSi,1.05,2.64,CVCCVCCV,ADJ
,réfléchir,RefleSiR,47.59,36.55,CVCCVCCVC,VER
m,réfléchissant,RefleSis@,0.63,0.54,CVCCVCCVCCVCC,ADJ
m,réformateur,RefORmat9R,0.03,0.34,CVCVCCVCVVC,ADJ
m,réformateur,RefORmat9R,0.09,0.61,CVCVCCVCVVC,NOM
f,réformation,RefORmasj§,0.0,0.07,CVCVCCVCVVC,NOM
f,réforme,RefORm,2.24,4.93,CVCVCCV,NOM
,réformer,RefORme,0.75,1.35,CVCVCCVC,VER
m,réformisme,RefORmism,0.01,0.0,CVCVCCVCCV,NOM
m,réformiste,RefORmist,0.38,0.14,CVCVCCVCCV,ADJ
m,réformé,RefORme,0.23,0.68,CVCVCCV,ADJ
m,réformé,RefORme,0.07,0.27,CVCVCCV,NOM
,réfractaire,RefRaktER,0.15,1.28,CVCCVCCVVCV,ADJ
,réfractaire,RefRaktER,0.03,0.27,CVCCVCCVVCV,NOM
f,réfraction,RefRaksj§,0.27,0.41,CVCCVCCVVC,NOM
,réfractionniste,RefRaksjOnist,0.01,0.0,CVCCVCCVVCCVCCV,NOM
m,réfrigérant,RefRiZeR@,0.09,0.14,CVCCVCVCVCC,ADJ
m,réfrigérant,RefRiZeR@,0.06,0.0,CVCCVCVCVCC,NOM
m,réfrigérateur,RefRiZeRat9R,2.94,2.43,CVCCVCVCVCVVC,NOM
f,réfrigération,RefRiZeRasj§,0.23,0.0,CVCCVCVCVCVVC,NOM
,réfrigérer,RefRiZeRe,0.06,0.0,CVCCVCVCVC,VER
m,réfrigéré,RefRiZeRe,0.06,0.14,CVCCVCVCV,ADJ
,réfréner,RefRene,0.2,0.07,CVCCVCVC,VER
,réfugier,RefyZje,1.86,6.49,CVCVCVVC,VER
m,réfugié,RefyZje,0.26,0.68,CVCVCVV,ADJ
m,réfugié,RefyZje,0.9,1.55,CVCVCVV,NOM
,réfutable,Refytabl,0.01,0.0,CVCVCVCCV,ADJ
f,réfutation,Refytasj§,0.22,0.34,CVCVCVCVVC,NOM
,réfuter,Refyte,0.89,0.81,CVCVCVC,VER
f,référence,RefeR@s,6.54,3.58,CVCVCVCCV,NOM
m,référencement,RefeR@s°m@,0.01,0.0,CVCVCVCCVCVCC,NOM
,référencer,RefeR@se,0.05,0.0,CVCVCVCCVC,VER
m,référendaire,RefeR@dER,0.0,0.2,CVCVCVCCVVCV,ADJ
m,référendum,RefeR5dOm,0.65,2.5,CVCVCVCCVC,NOM
m,référent,RefeR@,0.02,0.0,CVCVCVCC,NOM
,référer,RefeRe,0.88,1.42,CVCVCVC,VER
m,référé,RefeRe,0.13,0.07,CVCVCV,NOM
m,régal,Regal,2.18,2.91,CVCVC,NOM
f,régalade,Regalad,0.0,0.81,CVCVCVCV,NOM
f,régale,Regal,0.01,0.0,CVCVCV,ADJ
f,régale,Regal,0.0,0.07,CVCVCV,NOM
,régaler,Regale,2.57,2.91,CVCVCVC,VER
m,régaleur,Regal9R,0.0,0.07,CVCVCVVC,NOM
m,régalien,Regalj5,0.01,0.07,CVCVCVVC,ADJ
f,régate,Regat,0.93,0.41,CVCVCV,NOM
f,régence,ReZ@s,0.07,1.69,CVCVCCV,NOM
m,régent,ReZ@,0.77,1.08,CVCVCC,NOM
,régenter,ReZ@te,0.16,0.47,CVCVCCVC,VER
,régicide,ReZisid,0.0,0.14,CVCVCVCV,ADJ
,régicide,ReZisid,0.2,0.88,CVCVCVCV,NOM
f,régie,ReZi,0.92,0.47,CVCVV,NOM
m,régime,ReZim,18.52,36.69,CVCVCV,NOM
m,régiment,ReZim@,11.48,19.86,CVCVCVCC,NOM
,régimentaire,ReZim@tER,0.1,0.2,CVCVCVCCVVCV,ADJ
f,région,ReZj§,25.8,39.05,CVCVVC,NOM
m,régional,ReZjonal,1.23,1.69,CVCVVCVC,ADJ
m,régional,ReZjonal,0.09,0.14,CVCVVCVC,NOM
,régionaliser,ReZjonalize,0.0,0.07,CVCVVCVCVCVC,VER
m,régionalisme,ReZjonalizm,0.0,0.14,CVCVVCVCVCCV,NOM
m,régionaliste,ReZjonalist,0.0,0.07,CVCVVCVCVCCV,ADJ
,régir,ReZiR,0.36,0.07,CVCVC,VER
m,régisseur,ReZis9R,1.28,3.65,CVCVCCVVC,NOM
,réglable,Reglabl,0.18,0.41,CVCCVCCV,ADJ
m,réglage,ReglaZ,0.59,1.01,CVCCVCV,NOM
,réglementaire,Regl°m@tER,0.73,4.46,CVCCVCVCCVVCV,ADJ
,réglementairement,Regl°m@tER°m@,0.15,0.61,CVCCVCVCCVVCVCVCC,ADV
f,réglementation,Regl°m@tasj§,0.31,0.41,CVCCVCVCCVCVVC,NOM
,réglementer,Regl°m@te,0.04,0.07,CVCCVCVCCVC,VER
,régler,Regle,42.27,22.36,CVCCVC,VER
f,réglette,ReglEt,0.01,0.2,CVCCVCCV,NOM
m,régleur,Regl9R,0.1,1.82,CVCCVVC,NOM
,réglisse,Reglis,0.3,0.14,CVCCVCCV,ADJ
f,réglisse,Reglis,0.71,2.43,CVCCVCCV,NOM
,réglo,Reglo,5.99,1.08,CVCCV,ADJ
f,réglure,ReglyR,0.0,0.2,CVCCVCV,NOM
m,réglé,Regle,2.44,2.23,CVCCV,ADJ
m,régnant,ReN@,0.01,0.61,CVCCVCC,ADJ
,régner,ReNe,5.52,7.64,CVCCVC,VER
,régresser,RegRese,0.39,0.34,CVCCVCCVC,VER
m,régressif,RegResif,0.03,0.0,CVCCVCCVC,ADJ
f,régression,RegResj§,0.51,1.35,CVCCVCCVVC,NOM
m,régul,Regyl,0.04,0.34,CVCVC,ADJ
f,régularisation,RegylaRizasj§,0.01,0.14,CVCVCVCVCVCVVC,NOM
,régulariser,RegylaRize,0.33,0.61,CVCVCVCVCVC,VER
f,régularité,RegylaRite,0.55,6.96,CVCVCVCVCV,NOM
m,régulateur,Regylat9R,0.09,0.2,CVCVCVCVVC,ADJ
m,régulateur,Regylat9R,0.65,0.07,CVCVCVCVVC,NOM
f,régulation,Regylasj§,0.46,0.34,CVCVCVCVVC,NOM
m,régule,Regyl,0.28,0.2,CVCVCV,NOM
,réguler,Regyle,0.28,0.14,CVCVCVC,VER
m,régulier,Regylje,4.48,16.42,CVCVCVVC,ADJ
m,régulier,Regylje,0.08,0.81,CVCVCVVC,NOM
,régulièrement,RegyljER°m@,5.72,27.77,CVCVCVVCVCVCC,ADV
f,régurgitation,RegyRZitasj§,0.04,0.07,CVCVCCVCVCVVC,NOM
,régurgiter,RegyRZite,0.09,0.07,CVCVCCVCVC,VER
m,régénérateur,ReZeneRat9R,0.03,0.14,CVCVCVCVCVVC,ADJ
m,régénérateur,ReZeneRat9R,0.17,0.07,CVCVCVCVCVVC,NOM
f,régénération,ReZeneRasj§,0.67,0.14,CVCVCVCVCVVC,NOM
,régénérer,ReZeneRe,0.72,0.68,CVCVCVCVC,VER
f,régénérescence,ReZeneREs@s,0.02,0.27,CVCVCVCVCCVCCV,NOM
m,régénéré,ReZeneRe,0.1,0.14,CVCVCVCV,ADJ
f,réhabilitation,Reabilitasj§,1.55,0.68,CVCVCVCVCVCVVC,NOM
,réhabiliter,Reabilite,0.28,1.01,CVCVCVCVCVC,VER
m,réhabilité,Reabilite,0.02,0.2,CVCVCVCVCV,ADJ
m,réhabilité,Reabilite,0.02,0.14,CVCVCVCVCV,NOM
,réhabituer,Reabit8e,0.07,0.41,CVCVCVCVVC,VER
f,réhydratation,ReidRatasj§,0.03,0.0,CVCVCCVCVCVVC,NOM
,réhydrater,ReidRate,0.08,0.07,CVCVCCVCVC,VER
f,réimplantation,Re5pl@tasj§,0.09,0.0,CVVCCCVCCVCVVC,NOM
,réimplanter,Re5pl@te,0.06,0.0,CVVCCCVCCVC,VER
f,réimpression,Re5pREsj§,0.02,0.14,CVVCCCVCCVVC,NOM
,réimprimer,Re5pRime,0.04,0.14,CVVCCCVCVC,VER
,réincarcérer,Re5kaRseRe,0.01,0.0,CVVCCVCCVCVC,VER
f,réincarnation,Re5kaRnasj§,1.68,1.49,CVVCCVCCVCVVC,NOM
,réincarner,Re5kaRne,0.3,0.07,CVVCCVCCVC,VER
,réinfecter,Re5fEkte,0.01,0.0,CVVCCVCCVC,VER
f,réinitialisation,Reinisjalizasj§,0.13,0.0,CVVCVCVVCVCVCVVC,NOM
,réinitialiser,Reinisjalize,0.17,0.0,CVVCVCVVCVCVC,VER
,réinjecter,Re5ZEkte,0.02,0.0,CVVCCVCCVC,VER
f,réinjection,Re5ZEksj§,0.0,0.14,CVVCCVCCVVC,NOM
,réinscrire,Re5skRiR,0.04,0.0,CVVCCCCVCV,VER
f,réinsertion,Re5sERsj§,1.51,0.88,CVVCCVCCVVC,NOM
f,réinstallation,Re5stalasj§,0.03,0.14,CVVCCCVCCVCVVC,NOM
,réinstaller,Re5stale,0.13,0.54,CVVCCCVCCVC,VER
,réinstaurer,Re5stORe,0.02,0.0,CVVCCCVVCVC,VER
,réinsérer,Re5seRe,0.23,0.41,CVVCCVCVC,VER
f,réinterprétation,Re5tERpRetasj§,0.1,0.07,CVVCCVCCCVCVCVVC,NOM
,réinterpréter,Re5tERpRete,0.03,0.07,CVVCCVCCCVCVC,VER
,réinterroger,Re5tERoZe,0.17,0.0,CVVCCVCCVCVC,VER
,réintroduire,Re5tRod8iR,0.18,0.07,CVVCCCVCVVCV,VER
f,réintégration,Re5tegRasj§,0.26,0.27,CVVCCVCCVCVVC,NOM
,réintégrer,Re5tegRe,1.38,2.16,CVVCCVCCVC,VER
,réinventer,Re5v@te,0.41,1.01,CVVCCVCCVC,VER
f,réinvention,Re5v@sj§,0.01,0.07,CVVCCVCCVVC,NOM
,réinvestir,Re5vEstiR,0.1,0.14,CVVCCVCCVC,VER
m,réinvestissement,Re5vEstis°m@,0.01,0.0,CVVCCVCCVCCVCVCC,NOM
,réinviter,Re5vite,0.01,0.0,CVVCCVCVC,VER
f,réitération,ReiteRasj§,0.0,0.07,CVVCVCVCVVC,NOM
,réitérer,ReiteRe,0.35,0.41,CVVCVCVC,VER
m,réjoui,ReZwi,0.23,1.49,CVCVVV,ADJ
,réjouir,ReZwiR,3.96,6.15,CVCVVVC,VER
f,réjouissance,ReZwis@s,0.22,1.22,CVCVVVCCVCCV,NOM
m,réjouissant,ReZwis@,0.95,0.81,CVCVVVCCVCC,ADJ
f,rémanence,Reman@s,0.01,0.2,CVCVCVCCV,NOM
m,rémanent,Reman@,0.02,0.0,CVCVCVCC,ADJ
f,réminiscence,Reminis@s,0.04,1.49,CVCVCVCCVCCV,NOM
f,rémission,Remisj§,1.69,2.36,CVCVCCVVC,NOM
f,rémiz,Remiz,0.0,0.07,CVCVC,NOM
m,rémora,RemORa,0.02,0.0,CVCVCV,NOM
f,rémoulade,Remulad,0.02,0.2,CVCVVCVCV,NOM
m,rémouleur,Remul9R,0.02,0.68,CVCVVCVVC,NOM
m,rémunérateur,RemyneRat9R,0.07,0.27,CVCVCVCVCVVC,ADJ
f,rémunération,RemyneRasj§,0.22,0.61,CVCVCVCVCVVC,NOM
,rémunérer,RemyneRe,0.04,0.0,CVCVCVCVC,VER
m,rénal,Renal,0.32,0.14,CVCVC,ADJ
f,rénine,Renin,0.01,0.0,CVCVCV,NOM
m,rénovateur,Renovat9R,0.01,0.07,CVCVCVCVVC,NOM
f,rénovation,Renovasj§,0.51,3.58,CVCVCVCVVC,NOM
,rénover,Renove,1.12,1.08,CVCVCVC,VER
,réoccuper,Reokype,0.01,0.27,CVVCCVCVC,VER
,réopérer,ReopeRe,0.16,0.2,CVVCVCVC,VER
,réordonner,ReORdone,0.0,0.14,CVVCCVCCVC,VER
f,réorganisation,ReORganizasj§,0.36,1.35,CVVCCVCVCVCVVC,NOM
,réorganiser,ReORganize,0.7,0.68,CVVCCVCVCVC,VER
f,réorientation,ReORj@tasj§,0.08,0.0,CVVCVVCCVCVVC,NOM
,réorienter,ReORj@te,0.07,0.0,CVVCVVCCVC,VER
f,réouverture,ReuvERtyR,0.48,0.54,CVVVCVCCVCV,NOM
m,répandeur,Rep@d9R,0.0,0.07,CVCVCCVVC,NOM
,répandre,Rep@dR,5.53,6.82,CVCVCCCV,VER
m,répandu,Rep@dy,0.51,1.89,CVCVCCV,ADJ
,réparable,RepaRabl,0.8,0.07,CVCVCVCCV,ADJ
m,réparateur,RepaRat9R,0.61,1.35,CVCVCVCVVC,ADJ
m,réparateur,RepaRat9R,0.95,0.34,CVCVCVCVVC,NOM
f,réparation,RepaRasj§,5.07,4.8,CVCVCVCVVC,NOM
,réparer,RepaRe,39.13,13.92,CVCVCVC,VER
m,réparti,RepaRti,0.01,0.07,CVCVCCV,ADJ
f,répartie,RepaRti,0.79,0.07,CVCVCCVV,NOM
,répartir,RepaRtiR,1.23,1.82,CVCVCCVC,VER
m,répartiteur,RepaRtit9R,0.07,0.0,CVCVCCVCVVC,NOM
f,répartition,RepaRtisj§,1.62,2.97,CVCVCCVCVVC,NOM
f,répercussion,RepERkysj§,0.11,0.68,CVCVCCVCCVVC,NOM
,répercuter,RepERkyte,0.04,0.74,CVCVCCVCVC,VER
m,répertoire,RepERtwaR,2.04,5.34,CVCVCCVVCV,NOM
,répertorier,RepERtoRje,0.14,0.34,CVCVCCVCVVC,VER
m,répit,Repi,3.86,11.01,CVCVC,NOM
f,réplication,Replikasj§,0.23,0.0,CVCCVCVCVVC,NOM
f,réplique,Replik,6.16,12.77,CVCCVCVV,NOM
,répliquer,Replike,0.42,1.15,CVCCVCVVC,VER
m,répondant,Rep§d@,0.22,1.55,CVCVCCVCC,NOM
m,répondeur,Rep§d9R,0.19,0.07,CVCVCCVVC,ADJ
m,répondeur,Rep§d9R,7.76,1.49,CVCVCCVVC,NOM
,répondre,Rep§dR,57.76,98.58,CVCVCCCV,VER
m,répons,Rep§,0.04,0.68,CVCVCC,NOM
f,réponse,Rep§s,79.19,83.72,CVCVCCV,NOM
m,répresseur,RepRes9R,0.01,0.0,CVCCVCCVVC,NOM
m,répressif,RepResif,0.32,0.2,CVCCVCCVC,ADJ
f,répression,RepResj§,2.49,3.72,CVCCVCCVVC,NOM
f,réprimande,RepRim@d,0.23,0.81,CVCCVCVCCV,NOM
,réprimander,RepRim@de,0.55,0.68,CVCCVCVCCVC,VER
,réprimer,RepRime,0.94,4.26,CVCCVCVC,VER
m,réprobateur,RepRobat9R,0.0,1.82,CVCCVCVCVVC,ADJ
f,réprobation,RepRobasj§,0.04,5.27,CVCCVCVCVVC,NOM
,réprouver,RepRuve,0.05,0.27,CVCCVVCVC,VER
m,réprouvé,RepRuve,0.0,0.41,CVCCVVCV,NOM
,répréhensible,RepRe@sibl,0.65,1.22,CVCCVCVCCVCCV,ADJ
m,républicain,Repyblik5,1.92,2.84,CVCVCCVCVVC,ADJ
m,républicain,Repyblik5,0.39,0.54,CVCVCCVCVVC,NOM
f,république,Repyblik,3.44,20.41,CVCVCCVCVV,NOM
f,répudiation,Repydjasj§,0.02,0.34,CVCVCVVCVVC,NOM
,répudier,Repydje,0.05,0.47,CVCVCVVC,VER
f,répugnance,RepyN@s,0.56,6.96,CVCVCCVCCV,NOM
m,répugnant,RepyN@,7.47,3.04,CVCVCCVCC,ADJ
,répugner,RepyNe,0.01,0.2,CVCVCCVC,VER
m,répulsif,Repylsif,0.03,0.0,CVCVCCVC,ADJ
f,répulsion,Repylsj§,0.56,4.66,CVCVCCVVC,NOM
f,réputation,Repytasj§,21.14,22.16,CVCVCVCVVC,NOM
,réputer,Repyte,0.0,0.14,CVCVCVC,VER
m,réputé,Repyte,1.09,1.42,CVCVCV,ADJ
,répéter,Repete,22.22,30.88,CVCVCVC,VER
m,répétiteur,Repetit9R,0.05,0.88,CVCVCVCVVC,NOM
m,répétitif,Repetitif,0.52,0.27,CVCVCVCVC,ADJ
f,répétition,Repetisj§,11.31,9.8,CVCVCVCVVC,NOM
m,répété,Repete,0.45,1.42,CVCVCV,ADJ
f,réquisition,Rekizisj§,0.48,1.82,CVCVVCVCVVC,NOM
,réquisitionner,Rekizisjone,0.53,0.68,CVCVVCVCVVCCVC,VER
m,réquisitoire,RekizitwaR,0.39,2.03,CVCVVCVCVVCV,NOM
m,réseau,Rezo,13.23,14.66,CVCVVV,NOM
f,résection,Reseksj§,0.18,0.14,CVCVCCVVC,NOM
,réservataire,RezERvatER,0.0,0.07,CVCVCCVCVVCV,ADJ
f,réservation,RezERvasj§,3.69,0.27,CVCVCCVCVVC,NOM
f,réserve,RezERv,14.47,38.99,CVCVCCV,NOM
,réserver,RezERve,4.4,4.26,CVCVCCVC,VER
,réserviste,RezERvist,0.16,0.54,CVCVCCVCCV,NOM
m,réservoir,RezERvwaR,6.83,4.59,CVCVCCVVC,NOM
m,réservé,RezERve,1.84,3.85,CVCVCCV,ADJ
m,résidant,Rezid@,0.07,0.07,CVCVCVCC,ADJ
m,résidant,Rezid@,0.01,0.0,CVCVCVCC,NOM
f,résidence,Rezid@s,7.56,8.85,CVCVCVCCV,NOM
m,résident,Rezid@,0.24,0.07,CVCVCVCC,ADJ
m,résident,Rezid@,0.48,0.54,CVCVCVCC,NOM
m,résidentiel,Rezid@sjEl,0.7,0.61,CVCVCVCCVVC,ADJ
,résider,Rezide,0.35,1.08,CVCVCVC,VER
m,résidu,Rezidy,0.89,1.76,CVCVCV,NOM
m,résiduel,Rezid8El,0.11,0.07,CVCVCVVC,ADJ
f,résignation,ReziNasj§,0.98,9.86,CVCVCCVCVVC,NOM
,résigner,ReziNe,1.5,5.68,CVCVCCVC,VER
m,résigné,ReziNe,0.46,3.65,CVCVCCV,ADJ
m,résigné,ReziNe,0.0,1.55,CVCVCCV,NOM
,résiliable,Reziljabl,0.01,0.07,CVCVCVVCCV,ADJ
f,résiliation,Reziljasj§,0.07,0.0,CVCVCVVCVVC,NOM
f,résilience,Rezilj@s,0.02,0.0,CVCVCVVCCV,NOM
,résilier,Rezilje,0.2,0.07,CVCVCVVC,VER
f,résille,Rezij,0.27,1.89,CVCVCCV,NOM
f,résine,Rezin,0.83,5.2,CVCVCV,NOM
m,résineux,Rezin2,0.11,0.14,CVCVCVVC,ADJ
m,résineux,Rezin2,0.0,0.2,CVCVCVVC,NOM
m,résiné,Rezine,0.0,0.81,CVCVCV,ADJ
m,résiné,Rezine,0.0,2.43,CVCVCV,NOM
f,résipiscence,Resipis@s,0.0,0.47,CVCVCVCCVCCV,NOM
f,résistance,Rezist@s,12.99,54.32,CVCVCCVCCV,NOM
m,résistant,Rezist@,1.77,1.15,CVCVCCVCC,ADJ
m,résistant,Rezist@,0.16,1.01,CVCVCCVCC,NOM
,résister,Reziste,17.54,19.93,CVCVCCVC,VER
,résistible,Rezistibl,0.01,0.0,CVCVCCVCCV,ADJ
m,résolu,Rezoly,1.76,4.53,CVCVCV,ADJ
m,résoluble,RezOlybl,0.03,0.0,CVCVCVCCV,ADJ
,résolument,Rezolym@,0.39,5.34,CVCVCVCVCC,ADV
f,résolution,Rezolysj§,3.24,10.47,CVCVCVCVVC,NOM
f,résonance,Rezon@s,0.69,3.72,CVCVCVCCV,NOM
m,résonateur,Rezonat9R,0.13,0.0,CVCVCVCVVC,NOM
m,résonnant,Rezon@,0.1,0.34,CVCVCCVCC,ADJ
,résonner,Rezone,0.81,5.47,CVCVCCVC,VER
,résorbable,RezORbabl,0.01,0.0,CVCVCCVCCV,ADJ
,résorber,RezORbe,0.06,0.54,CVCVCCVC,VER
f,résorption,RezORpsj§,0.0,0.14,CVCVCCCVVC,NOM
,résoudre,RezudR,20.89,13.58,CVCVVCCV,VER
m,résultant,Rezylt@,0.01,0.07,CVCVCCVCC,ADJ
f,résultante,Rezylt@t,0.01,0.41,CVCVCCVCCV,NOM
m,résultat,Rezylta,25.15,27.43,CVCVCCVC,NOM
,résulter,Rezylte,0.26,0.81,CVCVCCVC,VER
,résumer,Rezyme,2.31,3.31,CVCVCVC,VER
m,résumé,Rezyme,3.86,3.24,CVCVCV,NOM
f,résurgence,RezyRZ@s,0.46,0.88,CVCVCCVCCV,NOM
f,résurrection,RezyREksj§,4.15,7.5,CVCVCCVCCVVC,NOM
f,réséda,Rezeda,0.02,0.2,CVCVCV,ADJ
m,réséda,Rezeda,0.1,0.34,CVCVCV,NOM
,réséquer,Reseke,0.01,0.07,CVCVCVVC,VER
,rétablir,RetabliR,5.19,11.15,CVCVCCVC,VER
m,rétablissement,Retablis°m@,2.08,3.65,CVCVCCVCCVCVCC,NOM
,rétamer,Retame,0.23,0.47,CVCVCVC,VER
m,rétameur,Retam9R,0.05,0.14,CVCVCVVC,NOM
f,rétention,Ret@sj§,0.48,0.47,CVCVCCVVC,NOM
f,réticence,Retis@s,0.69,3.24,CVCVCVCCV,NOM
m,réticent,Retis@,0.9,1.62,CVCVCVCC,ADJ
m,réticulaire,RetikylER,0.02,0.0,CVCVCVCVVCV,ADJ
f,réticulation,Retikylasj§,0.0,0.07,CVCVCVCVCVVC,NOM
m,réticule,Retikyl,0.02,0.81,CVCVCVCV,NOM
m,réticulum,RetikylOm,0.04,0.0,CVCVCVCVC,NOM
m,réticulé,Retikyle,0.01,0.0,CVCVCVCV,ADJ
m,rétif,Retif,0.04,1.62,CVCVC,ADJ
m,rétinal,Retinal,0.01,0.0,CVCVCVC,NOM
f,rétine,Retin,0.69,2.36,CVCVCV,NOM
m,rétinien,Retinj5,0.1,0.0,CVCVCVVC,ADJ
f,rétinite,Retinit,0.02,0.07,CVCVCVCV,NOM
f,rétinopathie,Retinopati,0.02,0.0,CVCVCVCVCCVV,NOM
,rétorquer,RetORke,0.01,0.74,CVCVCCVVC,VER
f,rétorsion,RetORsj§,0.03,0.07,CVCVCCVVC,NOM
,rétractable,RetRaktabl,0.07,0.07,CVCCVCCVCCV,ADJ
f,rétractation,RetRaktasj§,0.17,0.27,CVCCVCCVCVVC,NOM
,rétracter,RetRakte,0.5,1.15,CVCCVCCVC,VER
m,rétracteur,RetRakt9R,0.07,0.0,CVCCVCCVVC,NOM
f,rétractile,RetRaktil,0.01,0.07,CVCCVCCVCV,ADJ
f,rétraction,RetRaksj§,0.06,0.2,CVCCVCCVVC,NOM
,rétribuer,RetRib8e,0.14,0.14,CVCCVCVVC,VER
f,rétribution,RetRibysj§,0.6,0.34,CVCCVCVCVVC,NOM
m,rétribué,RetRib8e,0.12,0.07,CVCCVCVV,ADJ
,rétro,RetRo,1.12,0.81,CVCCV,ADJ
m,rétro,RetRo,0.8,3.38,CVCCV,NOM
m,rétroactif,RetRoaktif,0.22,0.14,CVCCVVCCVC,ADJ
f,rétroaction,RetRoaksj§,0.13,0.07,CVCCVVCCVVC,NOM
,rétroactivement,RetRoaktiv°m@,0.05,0.14,CVCCVVCCVCVCVCC,ADV
f,rétrocession,RetRosesj§,0.0,0.07,CVCCVCVCCVVC,NOM
,rétrocéder,RetRosede,0.0,0.14,CVCCVCVCVC,VER
f,rétrofusée,RetRofyze,0.02,0.0,CVCCVCVCVV,NOM
f,rétrogradation,RetRogRadasj§,0.07,0.14,CVCCVCCVCVCVVC,NOM
,rétrograde,RetRogRad,0.5,0.81,CVCCVCCVCV,ADJ
,rétrograder,RetRogRade,0.16,0.34,CVCCVCCVCVC,VER
f,rétrogression,RetRogREsj§,0.01,0.0,CVCCVCCVCCVVC,NOM
m,rétroprojecteur,RetRopRoZEkt9R,0.11,0.07,CVCCVCCVCVCCVVC,NOM
f,rétropropulsion,RetRopRopylsj§,0.03,0.0,CVCCVCCVCVCCVVC,NOM
m,rétrospectif,RetRospEktif,0.0,0.88,CVCCVCCVCCVC,ADJ
f,rétrospection,RetROspEksj§,0.03,0.0,CVCCVCCVCCVVC,NOM
f,rétrospective,RetRospEktiv,0.36,0.54,CVCCVCCVCCVCV,NOM
,rétrospectivement,RetRospEktiv°m@,0.36,1.08,CVCCVCCVCCVCVCVCC,ADV
f,rétroversion,RetRovERsj§,0.0,0.07,CVCCVCVCCVVC,NOM
m,rétrovirus,RetRoviRys,1.11,0.14,CVCCVCVCVC,NOM
m,rétroviseur,RetRoviz9R,0.86,5.07,CVCCVCVCVVC,NOM
m,rétréci,RetResi,0.04,0.61,CVCCVCV,ADJ
,rétrécir,RetResiR,0.53,1.42,CVCCVCVC,VER
m,rétrécissement,RetResis°m@,0.14,0.81,CVCCVCVCCVCVCC,NOM
f,réunification,Reynifikasj§,1.3,0.14,CVVCVCVCVCVVC,NOM
,réunifier,Reynifje,0.04,0.0,CVVCVCVVC,VER
f,réunion,Reynj§,49.17,19.12,CVVCVVC,NOM
m,réunionnais,ReynjonE,0.0,0.07,CVVCVVCCVVC,NOM
f,réunionnite,Reynjonit,0.01,0.0,CVVCVVCCVCV,NOM
,réunir,ReyniR,9.11,8.45,CVVCVC,VER
m,réussi,Reysi,3.0,3.11,CVVCCV,ADJ
,réussir,ReysiR,20.99,16.55,CVVCCVC,VER
